user,avg_rating,min_rating,max_rating,rating_volatility,avg_rating_change,win_rate,total_games,pct_bullet,pct_blitz,pct_rapid,pct_classical,first_game,last_game,days_active,rating_tier,activity_level,preferred_time_control
PeriltheDragon,2412.7,2399,2422,6.4,-1.67,0.4,15,1,0,0,0,2025-10-07T05:46:39Z,2025-10-15T04:46:54Z,7.958501180553878,Expert,Medium,Bullet
HesiTweenPull,2412.5,2319,2626,131.4,-0.8,0.467,15,0.267,0.733,0,0,2025-09-30T22:28:20Z,2025-10-11T20:41:29Z,10.925796111110184,Expert,Medium,Blitz
xuanet,2412.4,2298,2450,58.2,0,0.5,15,0.8,0.2,0,0,2025-10-15T13:26:25Z,2025-10-15T19:38:14Z,0.2582052662058009,Expert,Medium,Bullet
NeverOFzero,2406,2388,2415,7.7,1.67,0.767,15,0,1,0,0,2025-09-18T19:35:34Z,2025-09-19T17:17:42Z,0.9042626504627643,Expert,Medium,Blitz
KottuRoti,2405.9,2371,2471,32.9,-1.4,0.367,15,0.2,0.8,0,0,2025-10-09T09:54:37Z,2025-10-15T08:36:22Z,5.945660208333973,Expert,Medium,Blitz
loristavernier,2404.5,2281,2547,118.6,2.93,0.6,15,0.4,0,0.133,0.467,2025-08-29T11:28:58Z,2025-10-13T20:45:59Z,45.386818622684586,Expert,Medium,Classical
gek76,2399.5,2392,2408,4.6,0.67,0.9,15,0,1,0,0,2025-10-15T19:19:39Z,2025-10-15T21:48:28Z,0.1033412615734118,Advanced,Medium,Blitz
LOST_IN_FUTURE,2399.3,2389,2410,6.3,-0.6,0.533,15,0,0.2,0.8,0,2025-10-12T08:31:30Z,2025-10-16T04:13:45Z,3.821012962962742,Advanced,Medium,Rapid
u1rick,2399.2,2380,2415,9.9,-1.4,0.4,15,0,1,0,0,2025-10-07T05:07:28Z,2025-10-16T00:37:08Z,8.8122739236112,Advanced,Medium,Blitz
Chessmaster201736,2398.6,2197,2631,152.7,-3.33,0.233,15,0.267,0.333,0.267,0.133,2025-10-07T14:49:56Z,2025-10-15T11:43:20Z,7.870416932870392,Advanced,Medium,Mixed
papatry,2395.1,2256,2424,55.1,1,0.567,15,0.867,0.133,0,0,2025-10-12T18:15:02Z,2025-10-14T19:45:51Z,2.0630740393532645,Advanced,Medium,Bullet
BigDog2008,2394.5,2276,2412,33.5,-1.2,0.6,15,0,0.933,0,0.067,2025-10-10T16:17:30Z,2025-10-12T19:37:36Z,2.138960127314484,Advanced,Medium,Blitz
Lord_of_the_River,2393,2336,2411,17.6,-2.6,0.4,15,0.933,0,0.067,0,2025-10-10T14:33:24Z,2025-10-14T16:08:09Z,4.065793865739748,Advanced,Medium,Bullet
daanielsladebackup,2389.8,2381,2397,4.8,0.73,0.6,15,0,1,0,0,2025-10-13T20:19:55Z,2025-10-14T21:22:13Z,1.0432615972227521,Advanced,Medium,Blitz
Brendgame,2388.2,2248,2462,92.7,-0.87,0.567,15,0.667,0.267,0.067,0,2025-10-12T04:01:55Z,2025-10-16T04:24:38Z,4.015778032408821,Advanced,Medium,Bullet
Dangor,2387.8,2285,2454,71.7,-1.87,0.433,15,0.667,0.333,0,0,2025-08-24T23:45:19Z,2025-10-12T22:34:39Z,48.95092292824277,Advanced,Medium,Bullet
GurevskoiDV,2386.5,2342,2405,17.5,2.13,0.7,15,0.133,0.867,0,0,2025-10-14T03:53:58Z,2025-10-15T03:40:40Z,0.990764270833245,Advanced,Medium,Blitz
bagoysuragoy,2385.3,2375,2396,7.4,0.87,0.6,15,0,1,0,0,2025-10-12T00:53:40Z,2025-10-12T17:01:21Z,0.6720094907421756,Advanced,Medium,Blitz
IcyDre1,2384.3,2238,2496,95,12.07,0.967,15,0,0.533,0,0.467,2025-07-27T04:06:41Z,2025-10-15T10:29:40Z,80.26595530092716,Advanced,Medium,Blitz
Orcinus_Orca,2383.5,2360,2395,11,2.73,0.767,15,1,0,0,0,2025-08-28T14:10:59Z,2025-08-28T15:42:55Z,0.06385297453513852,Advanced,Medium,Bullet
unjournakamura,2382.9,2341,2422,22.7,2.8,0.733,15,0,0.867,0.133,0,2025-10-09T18:19:21Z,2025-10-13T18:25:32Z,4.004296840277535,Advanced,Medium,Blitz
ShlokyDas,2382.7,2369,2412,11.8,-1.73,0.467,15,0,0,1,0,2025-10-14T12:27:05Z,2025-10-15T18:10:25Z,1.2384355208332891,Advanced,Medium,Rapid
cr4z3chess1,2382.5,2355,2678,81.8,0.2,0.433,15,0.067,0.933,0,0,2025-10-15T14:19:22Z,2025-10-15T18:12:41Z,0.16202530092387288,Advanced,Medium,Blitz
King_of_Cyprus,2377.1,2349,2398,15.3,-3,0.267,15,0,1,0,0,2025-09-29T13:19:10Z,2025-10-06T13:03:11Z,6.988899930555512,Advanced,Medium,Blitz
TheUnknownGuyReborn,2373.3,2109,2421,103.7,0.8,0.467,15,0.867,0.067,0.067,0,2025-10-04T21:35:00Z,2025-10-15T05:53:49Z,10.346400011573676,Advanced,Medium,Bullet
Dmitri_Danilin,2368.5,2232,2453,98.4,0.27,0.867,15,0.6,0,0.333,0.067,2025-10-11T09:47:39Z,2025-10-14T20:55:58Z,3.464116516204344,Advanced,Medium,Bullet
OldHas-Been,2359.6,2338,2376,10.9,1,0.833,15,0.867,0.133,0,0,2025-10-09T19:32:57Z,2025-10-15T21:19:07Z,6.073722696759635,Advanced,Medium,Bullet
shaheus,2358.2,2349,2368,4.9,0.07,0.5,15,1,0,0,0,2025-10-15T15:43:36Z,2025-10-15T19:04:20Z,0.1393950231483689,Advanced,Medium,Bullet
RodrigoDiazdeVivar1,2356.7,2346,2364,4.8,0.53,0.533,15,1,0,0,0,2025-10-13T13:36:59Z,2025-10-15T20:31:34Z,2.2879073379630293,Advanced,Medium,Bullet
SanthoshAyyappan,2347.4,2323,2419,36.1,0.13,0.7,15,0,0.8,0.2,0,2025-10-11T18:10:14Z,2025-10-12T23:44:15Z,1.2319539120351826,Advanced,Medium,Blitz
MG-MasterOv,2347,2333,2359,7.8,1.67,0.7,15,1,0,0,0,2025-10-11T04:52:51Z,2025-10-15T18:31:26Z,4.568463900461793,Advanced,Medium,Bullet
JonkNed,2345.7,2339,2351,3.6,-0.8,0.667,15,1,0,0,0,2025-10-14T20:10:12Z,2025-10-15T11:55:00Z,0.6561112962966715,Advanced,Medium,Bullet
ShreyasD,2340.1,2215,2380,62.9,0.8,0.567,15,0.8,0,0.2,0,2025-10-14T01:18:29Z,2025-10-15T12:12:20Z,1.454065196759723,Advanced,Medium,Bullet
yuza40,2338.8,2324,2376,12.4,-3,0.6,15,0.933,0.067,0,0,2022-12-28T18:09:06Z,2024-04-07T13:32:59Z,465.808253831019,Advanced,Medium,Bullet
BayorMiller_CNO,2336.5,2332,2341,3.1,-0.4,0.333,15,1,0,0,0,2025-10-13T18:03:06Z,2025-10-14T15:58:21Z,0.913365439813998,Advanced,Medium,Bullet
TiberianDawn,2330.2,2321,2342,5.5,0.53,0.6,15,0,0.933,0,0.067,2025-10-14T18:44:43Z,2025-10-15T19:35:49Z,1.0354895717595463,Advanced,Medium,Blitz
nikulin09,2328.9,2229,2507,94.8,-3.87,0.633,15,0.2,0.333,0.067,0.4,2025-10-05T06:26:03Z,2025-10-12T06:35:45Z,7.006734270834261,Advanced,Medium,Classical
Zgm-GiantKiller,2328.1,2318,2340,6.6,1.53,0.967,15,0,1,0,0,2025-10-13T21:23:13Z,2025-10-13T22:32:33Z,0.04814689815044403,Advanced,Medium,Blitz
DjAlber,2326.5,2320,2337,4.6,0.73,0.867,15,1,0,0,0,2025-10-12T22:54:19Z,2025-10-13T22:54:42Z,1.0002712847209638,Advanced,Medium,Bullet
LLlAXMATbl1,2326.4,2077,2372,99.4,-1.93,0.7,15,0.867,0.133,0,0,2025-10-10T16:27:22Z,2025-10-13T14:39:41Z,2.925221250002031,Advanced,Medium,Bullet
Vadim0507001012,2324.8,2315,2336,6.3,0.2,0.933,15,0,0,0,1,2025-08-19T16:31:31Z,2025-10-14T19:45:01Z,56.13437497685077,Advanced,Medium,Classical
RodrigoMarrou2012,2324.5,1955,2506,259.7,2,0.767,15,0.667,0,0.333,0,2025-10-14T20:59:28Z,2025-10-16T02:41:33Z,1.2375569560185626,Advanced,Medium,Bullet
abmcdonald,2323.3,2239,2399,76,0.93,0.833,15,0,0,0.533,0.467,2025-10-13T22:25:31Z,2025-10-15T23:17:53Z,2.036362418982166,Advanced,Medium,Rapid
vincere87,2318.2,2291,2340,16.9,-0.13,0.533,15,0,0,0.733,0.267,2025-10-14T18:37:17Z,2025-10-15T22:10:47Z,1.1482635416669977,Advanced,Medium,Rapid
CHESS23456789,2317.1,2108,2375,84.8,5.8,0.967,15,0,0.2,0.667,0.133,2025-10-12T14:11:45Z,2025-10-14T20:41:09Z,2.270412233794729,Advanced,Medium,Rapid
ChessInsomniac,2315.8,2298,2333,10.2,2.07,0.933,15,0,0,0,1,2025-08-31T17:40:03Z,2025-10-15T17:57:19Z,45.01199300926041,Advanced,Medium,Classical
buldog58,2314.9,2300,2327,8.3,-0.67,0.533,15,0,1,0,0,2025-10-15T17:04:07Z,2025-10-15T19:12:16Z,0.08899684027941139,Advanced,Medium,Blitz
Ardavan74,2313.9,2037,2341,76.8,-0.07,0.567,15,0.933,0.067,0,0,2025-09-26T21:28:12Z,2025-10-11T15:14:14Z,14.740299525462367,Advanced,Medium,Bullet
Loopy23,2313.7,2301,2325,7.5,1.47,0.567,15,0,1,0,0,2025-09-23T16:10:23Z,2025-10-03T15:53:21Z,9.988175034721692,Advanced,Medium,Blitz
faznaz83,2312.4,2289,2358,24.8,2.53,0.733,15,0,0.667,0,0.333,2025-09-08T14:29:30Z,2025-10-15T13:00:15Z,36.93802240740922,Advanced,Medium,Blitz
Slmctk,2305.1,1500,2555,337.4,47.87,0.667,15,0.133,0.4,0.333,0.133,2024-03-20T18:07:33Z,2025-09-05T09:33:26Z,533.6429736805542,Advanced,Medium,Mixed
FlyingLemon,2305,2293,2321,7.9,-1.6,0.533,15,0,0,0.467,0.533,2025-10-10T16:37:38Z,2025-10-15T20:35:54Z,5.165454895833024,Advanced,Medium,Rapid
Nobita2345678,2303,2256,2418,69.5,-0.2,0.367,15,0,0.733,0.267,0,2025-10-10T16:00:23Z,2025-10-16T02:59:22Z,5.457624768518188,Advanced,Medium,Blitz
TAiSThuban,2302,2291,2314,7.4,-1.67,0.6,15,0,1,0,0,2025-10-06T06:23:16Z,2025-10-09T05:34:02Z,2.965814328701408,Advanced,Medium,Blitz
pavaobjazevic,2297.6,2291,2307,4.4,0,0.8,15,0,0,0,1,2025-08-31T01:30:26Z,2025-10-11T19:25:08Z,41.746319097219796,Advanced,Medium,Classical
Carlsen_Tal-2026,2297.1,2244,2491,96,0.13,0.633,15,0,0.8,0.2,0,2025-10-14T13:02:10Z,2025-10-15T14:27:04Z,1.05895899305741,Advanced,Medium,Blitz
THEDEADLYDESTROYER10,2290.5,2256,2327,20.7,3.33,0.8,15,0,0,0,1,2025-10-10T11:58:39Z,2025-10-16T04:25:23Z,5.6852375925911796,Advanced,Medium,Classical
wizard1983,2290.2,2228,2378,60.7,-1.6,0.767,15,0.2,0,0.267,0.533,2025-08-10T19:20:00Z,2025-10-11T18:01:51Z,61.94572836805549,Advanced,Medium,Classical
hall03,2287.9,2062,2357,93.6,2.2,0.567,15,0.4,0.4,0.067,0.133,2025-08-14T12:21:19Z,2025-10-10T19:12:55Z,57.285835370371736,Advanced,Medium,Mixed
basementperson,2285.1,2233,2402,64.7,-1.2,0.467,15,0.267,0.733,0,0,2025-10-14T06:14:33Z,2025-10-16T03:04:08Z,1.8677718171284154,Advanced,Medium,Blitz
Alen555,2279.7,2261,2299,14.4,-1.47,0.8,15,0,0,0,1,2025-10-03T22:05:57Z,2025-10-11T01:21:19Z,7.135669513888381,Advanced,Medium,Classical
katimal,2274.9,2261,2298,11.1,-2.07,0.333,15,0,1,0,0,2025-10-13T17:47:51Z,2025-10-15T15:16:39Z,1.8950006712945524,Advanced,Medium,Blitz
b2rrr,2274,2205,2394,81.6,-1.87,0.6,15,0.333,0.667,0,0,2025-09-28T17:19:11Z,2025-10-07T17:16:54Z,8.998408541665585,Advanced,Medium,Blitz
Nastik-krash,2273.3,2265,2286,5.1,-0.8,0.567,15,1,0,0,0,2025-10-11T19:43:33Z,2025-10-12T16:00:34Z,0.8451531365762154,Advanced,Medium,Bullet
Hulscher_1979,2272.9,2245,2285,10.2,-1.33,0.567,15,0,0,0.933,0.067,2025-10-12T16:23:50Z,2025-10-13T17:58:24Z,1.0656738773153889,Advanced,Medium,Rapid
BlindJagulep,2267.4,2225,2323,36.4,2.2,0.8,15,0.067,0.6,0,0.333,2025-09-25T06:02:46Z,2025-10-15T22:06:21Z,20.66915342592531,Advanced,Medium,Blitz
tavishsingh,2265.7,2253,2279,8.9,0,0.667,15,1,0,0,0,2025-10-14T14:50:28Z,2025-10-15T11:12:59Z,0.848970405092394,Advanced,Medium,Bullet
SmellTheGas,2265.3,2114,2295,43.1,0.13,0.433,15,0.933,0.067,0,0,2025-10-14T15:43:39Z,2025-10-15T19:38:26Z,1.1630487268500858,Advanced,Medium,Bullet
Delebarre,2264.7,2221,2308,37.4,0,0.633,15,0,0.533,0.2,0.267,2025-10-09T12:18:18Z,2025-10-15T19:46:58Z,6.311568668981393,Advanced,Medium,Blitz
Silkthewanderer,2263.1,2228,2285,18,-1.53,0.767,15,0,0,0.267,0.733,2025-10-07T14:00:59Z,2025-10-13T20:03:17Z,6.251589826389595,Advanced,Medium,Classical
KerimHalit,2261.3,1883,2303,104.9,14.2,0.933,15,0,0,0.067,0.933,2025-09-11T20:44:36Z,2025-10-10T20:10:55Z,28.97660321759129,Advanced,Medium,Classical
Lampac09,2254.6,2236,2272,11,1.73,0.7,15,1,0,0,0,2025-10-15T18:48:28Z,2025-10-15T19:03:57Z,0.010751840279058174,Advanced,Medium,Bullet
desx,2253.6,2239,2264,7.3,-0.6,0.467,15,0,1,0,0,2025-10-15T20:10:27Z,2025-10-16T04:05:16Z,0.3297387731489208,Advanced,Medium,Blitz
Natso,2245.8,2218,2263,12.9,4.2,0.867,15,0,1,0,0,2022-06-25T01:58:07Z,2023-02-02T00:48:34Z,221.9516991898169,Advanced,Medium,Blitz
vmalinovsky2009,2243.8,2121,2468,157.1,-0.73,0.533,15,0.333,0.667,0,0,2025-10-10T14:18:13Z,2025-10-14T15:14:32Z,4.0391170833342604,Advanced,Medium,Blitz
Gepard1988,2240.7,2223,2259,10.7,2.8,0.833,15,0.933,0,0.067,0,2025-09-06T07:00:50Z,2025-10-14T17:14:33Z,38.4261908449067,Advanced,Medium,Bullet
ChessClubKomotini,2240.1,2134,2423,129.8,-1.2,0.8,15,0,0,0.667,0.333,2025-09-20T19:33:46Z,2025-10-14T11:16:55Z,23.65495665509116,Advanced,Medium,Rapid
Chess_for_some,2239.2,2212,2298,34.8,0,0.867,15,0,0,0.733,0.267,2025-10-08T21:07:46Z,2025-10-15T20:38:08Z,6.979416574074162,Advanced,Medium,Rapid
chrisrapid,2237.5,2100,2260,38.5,-2,0.367,15,0.933,0.067,0,0,2025-09-20T16:02:22Z,2025-09-28T19:54:05Z,8.16091020833287,Advanced,Medium,Bullet
Xing-play,2236.1,2220,2255,10.8,-2.6,0.267,15,1,0,0,0,2025-10-14T17:48:32Z,2025-10-16T04:33:43Z,1.4480537268519402,Advanced,Medium,Bullet
Crazybugg,2222.9,2195,2237,14.5,2.8,0.767,15,0,1,0,0,2025-10-06T09:39:36Z,2025-10-14T17:24:26Z,8.322808530093344,Advanced,Medium,Blitz
Love_is_4ever,2220.3,2188,2372,60.3,0.47,0.567,15,0.133,0.867,0,0,2025-10-14T18:43:49Z,2025-10-15T20:25:43Z,1.0707675231468898,Advanced,Medium,Blitz
RomanSteblovskyi,2218.2,2132,2249,35,-0.93,0.333,15,0.867,0.133,0,0,2025-10-15T17:14:40Z,2025-10-15T22:35:35Z,0.2228591435181874,Advanced,Medium,Bullet
OFBC_Nigeria,2214.7,2166,2293,43.9,-5.13,0.333,15,0.2,0.8,0,0,2025-01-25T08:07:57Z,2025-02-04T20:11:47Z,10.502656527776962,Advanced,Medium,Blitz
bandibacsi1966,2212.6,2190,2245,20.4,2.87,0.867,15,0,1,0,0,2025-10-12T18:25:42Z,2025-10-12T19:31:18Z,0.04555599536884714,Advanced,Medium,Blitz
cr0c0d1l3,2209.7,2196,2221,7,1.07,0.667,15,1,0,0,0,2025-10-06T11:46:21Z,2025-10-09T06:53:22Z,2.7965398148143734,Advanced,Medium,Bullet
ciw,2205.9,2075,2238,49.7,-2.87,0.7,15,0.067,0.067,0.867,0,2025-05-15T17:21:56Z,2025-08-12T18:16:25Z,89.03783614583314,Advanced,Medium,Rapid
Trader9703,2202.4,2185,2218,9.9,-1.6,0.667,15,0,1,0,0,2025-10-12T15:45:48Z,2025-10-13T09:50:35Z,0.753329548612237,Advanced,Medium,Blitz
ali-rafiepour,2201.1,1940,2577,285.8,1.07,0.6,15,0.533,0.267,0.2,0,2025-10-09T11:20:16Z,2025-10-13T09:41:04Z,3.931106944445659,Advanced,Medium,Bullet
JanMeLons,2194.1,1826,2262,123.4,-2.8,0.4,15,0.8,0.133,0.067,0,2025-10-05T16:30:07Z,2025-10-15T17:06:44Z,10.025434710648325,Advanced,Medium,Bullet
Rexfex,2193.3,2139,2247,44.3,5.4,0.7,15,0.467,0.4,0.133,0,2025-07-09T14:29:42Z,2025-10-09T22:06:35Z,92.31727635416719,Advanced,Medium,Bullet
jdd_ms10,2189.7,2160,2204,14.4,-3.07,0.233,15,0,1,0,0,2025-10-16T02:28:12Z,2025-10-16T03:28:03Z,0.04156526620189349,Advanced,Medium,Blitz
TM_13,2188.1,2082,2383,134.9,-1.2,0.467,15,0.333,0.667,0,0,2025-09-30T19:30:41Z,2025-10-15T11:22:19Z,14.66085392360886,Advanced,Medium,Blitz
turkeychilli,2186.1,2128,2248,39.4,3.2,0.867,15,0.867,0.133,0,0,2025-07-02T04:23:11Z,2025-08-02T07:59:59Z,31.15055784722169,Advanced,Medium,Bullet
Javelin_ua,2180.8,2172,2190,6.2,-0.73,0.6,15,1,0,0,0,2025-10-14T18:53:14Z,2025-10-15T19:08:51Z,1.0108399537040127,Advanced,Medium,Bullet
Horus_88,2179.1,2166,2190,7.3,-0.53,0.5,15,0,1,0,0,2025-10-15T04:46:53Z,2025-10-16T04:39:11Z,0.9946536921295854,Advanced,Medium,Blitz
fnjal,2177.8,2086,2208,28.3,4.87,0.833,15,0.933,0.067,0,0,2025-10-13T17:43:13Z,2025-10-15T19:08:59Z,2.059558564813601,Advanced,Medium,Bullet
LOVE_IS_IMPORTANT,2176.9,2165,2188,7.4,0.53,0.733,15,1,0,0,0,2025-10-10T21:51:38Z,2025-10-12T01:17:43Z,1.1431044791666445,Advanced,Medium,Bullet
Sniper_King55_58,2176.6,2093,2312,81.8,2.4,0.833,15,0.267,0.2,0.467,0.067,2025-10-07T10:44:34Z,2025-10-12T08:01:52Z,4.887017280092394,Advanced,Medium,Rapid
hjtt,2166.5,2158,2176,4.7,0.27,0.467,15,1,0,0,0,2025-10-15T17:26:05Z,2025-10-15T17:56:09Z,0.020879664352094686,Advanced,Medium,Bullet
RhymeViolin,2160.1,1917,2204,96.5,-1.2,0.4,15,0.867,0.133,0,0,2025-10-14T17:27:21Z,2025-10-16T00:42:51Z,1.3024332638885137,Advanced,Medium,Bullet
hudTokyo,2159.5,2144,2174,8.1,-0.53,0.467,15,1,0,0,0,2025-10-13T00:16:01Z,2025-10-15T03:59:45Z,2.1553658564802674,Advanced,Medium,Bullet
ElioTheDog,2157.4,2149,2165,4.7,1.47,0.667,15,0,1,0,0,2025-10-12T12:15:46Z,2025-10-15T20:32:17Z,3.344798194443186,Advanced,Medium,Blitz
NilSeWon,2154.4,2117,2318,65.5,-0.93,0.4,15,0.133,0.867,0,0,2025-10-12T16:31:17Z,2025-10-15T18:22:43Z,3.0773918981491417,Advanced,Medium,Blitz
SumoSumo,2154.1,2126,2195,17.6,-3.47,0.4,15,0.733,0.267,0,0,2025-10-13T19:19:39Z,2025-10-15T22:28:28Z,2.1311271759260584,Advanced,Medium,Bullet
Nov3x,2151.7,2105,2185,20.3,-10.07,0.333,15,1,0,0,0,2022-12-27T22:58:50Z,2025-08-02T14:39:04Z,948.652937245369,Advanced,Medium,Bullet
GrandaddyViolet,2147.9,2039,2235,86.6,0.13,0.733,15,0.6,0.4,0,0,2025-10-15T14:45:14Z,2025-10-16T02:19:18Z,0.4819950231495831,Advanced,Medium,Bullet
nataniel123,2142,2078,2245,73.6,0.87,0.567,15,0.333,0.667,0,0,2025-10-14T16:51:38Z,2025-10-15T21:32:56Z,1.195341527779345,Advanced,Medium,Blitz
EsTnatic,2141.9,2132,2151,4.9,0.13,0.667,15,1,0,0,0,2025-10-14T05:10:25Z,2025-10-14T07:26:12Z,0.09428990740742949,Advanced,Medium,Bullet
XBLAAAA,2141.3,2120,2187,17,-1.6,0.267,15,0.067,0,0.933,0,2025-10-10T09:04:47Z,2025-10-14T03:29:18Z,3.7670278125007948,Advanced,Medium,Rapid
Jaraxis,2140.3,2131,2147,4.4,-0.2,0.533,15,1,0,0,0,2025-10-15T20:14:40Z,2025-10-15T20:42:01Z,0.018991423610735823,Advanced,Medium,Bullet
fischkook,2123.7,1959,2431,173.6,3.47,0.833,15,0.4,0.267,0.2,0.133,2025-10-06T23:27:02Z,2025-10-14T23:07:52Z,7.986685706018298,Advanced,Medium,Mixed
seth_777,2123.3,2067,2278,78.5,0.8,0.5,15,0.2,0.533,0.267,0,2025-10-09T02:36:27Z,2025-10-15T21:53:31Z,6.803513182870768,Advanced,Medium,Blitz
AmolMav,2122.3,2025,2373,149.1,-1.2,0.5,15,0,0.733,0,0.267,2025-10-14T19:16:25Z,2025-10-16T03:49:22Z,1.3562153819424134,Advanced,Medium,Blitz
Aryan_Rahimpour_2004,2108.9,2103,2121,6.2,-0.67,0.633,15,0,1,0,0,2025-10-15T18:46:19Z,2025-10-15T19:53:32Z,0.04667105324014469,Advanced,Medium,Blitz
Aar_77on,2105.6,2042,2145,27.4,0.2,0.567,15,0,0.867,0,0.133,2025-08-10T16:53:34Z,2025-10-06T23:32:41Z,57.27716298611076,Advanced,Medium,Blitz
Tha_jesus,2102.8,1863,2257,187.4,-0.33,0.433,15,0.6,0.4,0,0,2025-10-13T21:05:51Z,2025-10-16T00:01:46Z,2.122170833332671,Advanced,Medium,Bullet
iblunderAlot124,2100.3,2091,2115,7.5,1.47,0.6,15,1,0,0,0,2025-10-13T02:18:31Z,2025-10-15T00:31:20Z,1.925557974535558,Advanced,Medium,Bullet
paHorde,2083.4,2069,2102,9.1,1.8,0.667,15,1,0,0,0,2025-10-16T02:58:13Z,2025-10-16T04:42:24Z,0.0723429282395928,Advanced,Medium,Bullet
Jus_Jacome,2082.1,2067,2104,10.9,2.6,0.9,15,0,1,0,0,2025-10-15T22:55:54Z,2025-10-16T00:03:57Z,0.04724769675897227,Advanced,Medium,Blitz
ViperxXxVenom,2080.7,2068,2098,9,2.4,0.7,15,1,0,0,0,2025-09-13T15:05:05Z,2025-09-21T15:48:00Z,8.02980510416682,Advanced,Medium,Bullet
tamotdons,2080.3,2001,2300,123.1,-6.8,0.5,15,0.733,0.267,0,0,2025-09-27T04:40:50Z,2025-10-06T08:55:19Z,9.176721111111068,Advanced,Medium,Bullet
IvankovicDbk,2077.7,2014,2097,22.8,1.4,0.7,15,0.133,0.867,0,0,2025-04-13T18:58:00Z,2025-06-19T10:56:16Z,66.66546611111197,Advanced,Medium,Blitz
StUdIeB,2073.7,2043,2306,64.7,-1.27,0.467,15,0.067,0.933,0,0,2025-10-08T08:32:18Z,2025-10-12T19:24:35Z,4.452974479168102,Advanced,Medium,Blitz
Aleks-lexa,2073.2,2038,2311,74.1,1.33,0.9,15,0,0.867,0.067,0.067,2025-10-10T17:45:46Z,2025-10-15T15:20:15Z,4.898948032408953,Advanced,Medium,Blitz
GrohochetGrom,2069.4,1904,2116,82.6,-0.87,0.467,15,0,0.2,0.8,0,2025-10-14T17:58:04Z,2025-10-15T23:27:21Z,1.228664432871673,Advanced,Medium,Rapid
AstroCat789,2054.9,1903,2101,76.4,-1.27,0.433,15,0.8,0.2,0,0,2025-10-12T19:15:12Z,2025-10-15T18:06:57Z,2.952605532405001,Advanced,Medium,Bullet
Wolfram_EP,2053.5,2040,2072,9.9,-0.8,0.8,15,0,1,0,0,2025-08-11T19:43:33Z,2025-10-07T10:50:46Z,56.630006701388844,Advanced,Medium,Blitz
HereisACCjr,2049.6,1947,2114,39.5,11.4,0.533,15,0.933,0.067,0,0,2019-05-15T06:40:03Z,2025-10-13T22:01:22Z,2343.639800127317,Advanced,Medium,Bullet
visualdennis,2045.7,1500,2388,477.6,316.33,1,3,0,0,1,0,2020-12-03T16:35:47Z,2020-12-11T11:32:45Z,7.78955173611089,Advanced,Low,Rapid
Sciolaro,2031.7,2001,2116,27.8,0.07,0.833,15,0.067,0.867,0,0.067,2025-06-29T23:42:03Z,2025-10-11T19:11:42Z,103.81225107638924,Advanced,Medium,Blitz
Maxime109,2023.3,1989,2065,23.3,-3.53,0.4,15,0.8,0.2,0,0,2025-08-08T15:18:19Z,2025-09-03T14:14:40Z,25.9557999884282,Advanced,Medium,Bullet
TurtleCrossRoad,2017.7,1987,2048,18.8,2.53,0.867,15,0,1,0,0,2025-10-07T03:31:39Z,2025-10-12T00:54:23Z,4.890781631944356,Advanced,Medium,Blitz
stinkypotato,2004.5,1863,2060,81.6,1.53,0.633,15,0.667,0.267,0.067,0,2025-10-10T02:59:33Z,2025-10-15T21:42:48Z,5.780029618055732,Advanced,Medium,Bullet
SergeiSEMENOV,2000.5,1996,2006,3.2,-0.6,0.467,15,0,1,0,0,2025-10-14T14:08:45Z,2025-10-15T14:09:45Z,1.0007022685171278,Advanced,Medium,Blitz
Dr_Pulersteinits,1999.2,1500,2120,165.1,47.93,0.9,15,0.8,0.133,0.067,0,2025-10-02T13:38:05Z,2025-10-08T10:36:28Z,5.873877824073037,Intermediate,Medium,Bullet
wildecats,1994.3,1983,2007,6.8,0.07,0.733,15,0,1,0,0,2025-01-17T20:46:06Z,2025-01-20T23:52:17Z,3.129297245371121,Intermediate,Medium,Blitz
BruecLee,1989.1,1941,2031,23.2,0.53,0.533,15,1,0,0,0,2025-06-14T19:47:04Z,2025-10-09T10:09:30Z,116.59890972222168,Intermediate,Medium,Bullet
Kotov7001,1985.2,1913,2152,85.5,-5.67,0.433,15,0,0.8,0.2,0,2025-09-01T08:27:45Z,2025-10-15T11:24:02Z,44.12241494212989,Intermediate,Medium,Blitz
Dilmurod05,1983.9,1970,1998,9.7,-1.53,0.367,15,1,0,0,0,2025-10-15T18:54:44Z,2025-10-16T04:37:59Z,0.4050249652785284,Intermediate,Medium,Bullet
Royal_Horde29,1983.5,1876,2111,88.5,2.53,0.533,15,0.267,0.2,0.533,0,2025-10-14T03:16:05Z,2025-10-15T13:32:42Z,1.4282029629636694,Intermediate,Medium,Rapid
Rodionkel,1977.3,1567,2181,290.2,2.47,0.6,15,0.667,0,0.333,0,2025-10-06T18:43:28Z,2025-10-15T15:00:39Z,8.845268483796605,Intermediate,Medium,Bullet
sriramprasad,1976.8,1875,2031,71.5,0.6,0.5,15,0.667,0.333,0,0,2025-10-09T05:38:29Z,2025-10-15T11:57:40Z,6.2633220833319205,Intermediate,Medium,Bullet
makeMeCry,1974.5,1965,1983,5.2,-0.6,0.4,15,1,0,0,0,2025-10-15T20:01:07Z,2025-10-15T22:45:55Z,0.11444703703677213,Intermediate,Medium,Bullet
